movie,year,indications,win
Grand Canyon,1959.0,1,1
Gods of Metal,1983.0,1,0
God Sleeps in Rwanda,2006.0,1,0
Grand Hotel,1933.0,1,1
"Girl, Interrupted",2000.0,1,1
George Washington Slept Here,1943.0,1,0
George and Rosemary,1988.0,1,0
Georgia,1996.0,1,0
Gerald McBoing-Boing on Planet Moo,1957.0,1,0
Gerald McBoing-Boing,1951.0,1,1
Geri's Game,1998.0,1,1
Geronimo: An American Legend,1994.0,1,0
Gervaise,1957.0,1,0
Get Out Your Handkerchiefs,1979.0,1,1
Get a Horse!,2014.0,1,0
Ghost World,2002.0,1,0
Gigot,1963.0,1,0
Girls' School,1939.0,1,0
God Is the Bigger Elvis,2012.0,1,0
Giuseppina,1961.0,1,1
"Give 'em Hell, Harry!",1976.0,1,0
Give Me Liberty,1937.0,1,1
Give Up Yer Aul Sins,2002.0,1,0
Give Us the Earth,1948.0,1,0
Glass,1960.0,1,1
Glen Campbell...I'll Be Me,2015.0,1,0
Glengarry Glen Ross,1993.0,1,0
Gloria,1981.0,1,0
Glorious Betsy,1929.0,1,0
Go for Broke!,1952.0,1,0
Go into Your Dance;,1936.0,1,0
Grand Canyon,1992.0,1,0
Grand Illusion,1939.0,1,0
Everything in This Country Must,2005.0,1,0
Heartbeeps,1982.0,1,0
Harry Potter and the Half-Blood Prince,2010.0,1,0
Harry and the Butler,1962.0,1,0
Harry and the Hendersons,1988.0,1,1
Harvest,1968.0,1,0
Harvie Krumpet,2004.0,1,1
Hatari!,1963.0,1,0
Hatch Up Your Troubles,1950.0,1,0
Havana,1991.0,1,0
He Makes Me Feel Like Dancin',1984.0,1,1
Head over Heels,2013.0,1,0
Heart Like a Wheel,1984.0,1,0
Heart to Heart,1949.0,1,0
Heartbreak Ridge,1956.0,1,0
Harp of Burma,1957.0,1,0
Heartbreak Ridge,1987.0,1,0
Hearts and Minds,1975.0,1,1
Heaven's Gate,1982.0,1,0
Heavenly Creatures,1995.0,1,0
Heavenly Music,1944.0,1,1
Hedd Wyn,1994.0,1,0
Hedda,1976.0,1,0
Helen Keller in Her Story,1956.0,1,1
Helicopter Canada,1967.0,1,0
Helium,2014.0,1,1
Hell and Back Again,2012.0,1,0
Hell and High Water,1955.0,1,0
Harry Potter and the Goblet of Fire,2006.0,1,0
Harlem Nights,1990.0,1,0
Grandad of Races,1951.0,1,1
Guest in the House,1946.0,1,0
Grandma Moses,1951.0,1,0
Granny O'Grimm's Sleeping Beauty,2010.0,1,0
Grasshoppers (Cavallette),1991.0,1,0
Gravity Is My Enemy,1978.0,1,1
Grease,1979.0,1,0
Great,1976.0,1,1
Green Card,1991.0,1,0
Green Grass of Wyoming,1949.0,1,0
Greetings Bait!,1944.0,1,0
Gregor's Greatest Invention,2002.0,1,0
Guard Dog,2005.0,1,0
Guest Wife,1946.0,1,0
Gullah Tales,1989.0,1,0
"Harlan County, U.S.A.",1977.0,1,1
Gunga Din,1940.0,1,0
Hail the Conquering Hero,1945.0,1,0
"Hail, Caesar!",2017.0,1,0
Half Nelson,2007.0,1,0
Half a House,1977.0,1,0
Hallelujah,1931.0,1,0
Hank Aaron: Chasing the Dream,1996.0,1,0
Hanussen,1989.0,1,0
Happy Feet,2007.0,1,1
Happy New Year,1988.0,1,0
Happy-Go-Lucky,2009.0,1,0
Hardwood,2005.0,1,0
George Grosz' Interregnum,1961.0,1,0
Genocide,1982.0,1,1
Genghis Blues,2000.0,1,0
First Contact,1984.0,1,0
Festival,1968.0,1,0
Fiddlefest--Roberta Tzavaras and Her East Harlem Violin Program,1996.0,1,0
Fiesta,1948.0,1,0
Fifty Percent Grey,2002.0,1,0
Fifty Shades of Grey,2016.0,1,0
Fight Club,2000.0,1,0
Fight of the Wild Stallions,1948.0,1,0
Fighting for Our Lives,1976.0,1,0
Finding Vivian Maier,2015.0,1,0
"Fine Food, Fine Pastries, Open 6 to 9",1990.0,1,0
Fire at Sea,2017.0,1,0
Fires of Kuwait,1993.0,1,0
First Edition,1978.0,1,0
Ferdinand the Bull,1939.0,1,1
First Love,1971.0,1,0
First Steps,1948.0,1,1
First Winter,1982.0,1,0
Fish Fry,1945.0,1,0
Five Star Final,1933.0,1,0
Five Times Five,1940.0,1,0
Flamenco at 5:15,1984.0,1,1
Flat Top,1953.0,1,0
Flatliners,1991.0,1,0
Flight Command,1942.0,1,0
Flight for Freedom,1944.0,1,0
Floating Free,1978.0,1,0
Ferry Tales,2004.0,1,0
Feral,2014.0,1,0
Generation on the Wind,1980.0,1,0
Facing Fear,2014.0,1,0
Evil,2004.0,1,0
Evolution,1972.0,1,0
Excalibur,1982.0,1,0
Exit through the Gift Shop,2011.0,1,0
Exit,1987.0,1,0
Experiment Perilous,1946.0,1,0
Exploratorium,1975.0,1,0
Extremis,2017.0,1,0
Eyes of the Navy,1941.0,1,0
Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,1988.0,1,0
Eyewitness,2000.0,1,0
Face/Off,1998.0,1,0
Facing Your Danger,1947.0,1,1
Fellini Satyricon,1971.0,1,0
Fait D'Hiver,2003.0,1,0
Fall Line,1981.0,1,0
Family Gathering,1989.0,1,0
Famous Fred,1998.0,1,0
Far from the Madding Crowd,1968.0,1,0
"Farewell, My Lovely",1976.0,1,0
Farinelli: Il Castrato,1995.0,1,0
Fat City,1973.0,1,0
Fate Is the Hunter,1965.0,1,0
Father and Daughter,2001.0,1,1
Fearless,1994.0,1,0
Feast,2015.0,1,1
Flowers and Trees,1933.0,1,1
Fly Away Home,1997.0,1,0
Flying Down to Rio,1935.0,1,0
Full Metal Jacket,1988.0,1,0
Franz Kafka's It's a Wonderful Life,1995.0,1,1
Freedom on My Mind,1995.0,1,0
Freeheld,2008.0,1,1
French Roast,2010.0,1,0
Frenchman's Creek,1946.0,1,1
Fresh Guacamole,2013.0,1,0
Friendly Enemies,1943.0,1,0
Frog Story,1973.0,1,0
From A to Z-Z-Z-Z,1954.0,1,0
From Generation to Generation,1960.0,1,0
From Mao to Mozart: Isaac Stern in China,1981.0,1,1
Front Line,1981.0,1,0
Fury,1937.0,1,0
Follow the Boys,1945.0,1,0
G-Men,1936.0,1,0
G. I. Honeymoon,1946.0,1,0
Gaby - A True Story,1988.0,1,0
Gadgets Galore,1956.0,1,0
Gagarin,1996.0,1,0
Gang Cops,1989.0,1,0
Gasland,2011.0,1,0
Gate of Hell,1955.0,1,1
Gates of Paris,1958.0,1,0
Gattaca,1998.0,1,0
General Della Rovere,1962.0,1,0
General Spanky,1937.0,1,0
Frankenweenie,2013.0,1,0
Frank Film,1974.0,1,1
Frances Steloff: Memoirs of a Bookseller,1988.0,1,0
Fourteen Hours,1952.0,1,0
"Food, Inc.",2010.0,1,0
Foothold on Antarctica,1958.0,1,0
Footnote,2012.0,1,0
For All Mankind,1990.0,1,0
For Better or for Worse,1994.0,1,0
For God and Country,1944.0,1,0
For Love of Ivy,1969.0,1,0
For Me and My Gal,1943.0,1,0
For Scent-Imental Reasons,1950.0,1,1
For Your Eyes Only,1982.0,1,0
For the Birds,2002.0,1,1
For the Boys,1992.0,1,0
Forbidden Games,1955.0,1,0
Forbidden Passage,1942.0,1,0
Forbidden Planet,1957.0,1,0
Forever Activists: Stories from the Veterans of the Abraham Lincoln Brigade,1991.0,1,0
Forever Amber,1948.0,1,0
Fortress of Peace,1966.0,1,0
Forty Boys and a Song,1942.0,1,0
Foul Play,1979.0,1,0
Four Days in November,1965.0,1,0
Four Days in September,1998.0,1,0
Four Devils;,1930.0,1,0
Four Feathers,1940.0,1,0
Four Stones for Kanemitsu,1974.0,1,0
Chip An' Dale,1948.0,1,0
Chimps: So Like Us,1991.0,1,0
She Wore a Yellow Ribbon,1950.0,1,1
An American Tail,1987.0,1,0
Amarcord,1975.0,1,1
Amazon Diary,1990.0,1,0
Amazon,1998.0,1,0
American Dream,1991.0,1,1
American History X,1999.0,1,0
American Shoeshine,1977.0,1,0
American Splendor,2004.0,1,0
Americas in Transition,1982.0,1,0
Amores Perros,2001.0,1,0
Amphibious Fighters,1944.0,1,1
Amy,2016.0,1,1
An American Dream,1967.0,1,0
An American Werewolf in London,1982.0,1,1
Always in My Heart,1943.0,1,0
An Encounter with Faces,1979.0,1,0
An Essay on Matisse,1997.0,1,0
An Impression of John Steinbeck: Writer,1970.0,1,0
An Occurrence at Owl Creek Bridge,1964.0,1,1
And Now My Love,1976.0,1,0
And to Think I Saw It on Mulberry Street,1945.0,1,0
Angel and Big Joe,1976.0,1,1
Angela's Ashes,2000.0,1,0
Angels and Insects,1997.0,1,0
Angels over Broadway,1941.0,1,0
Angry Harvest,1986.0,1,0
Animal Kingdom,2011.0,1,0
Ama Girls,1959.0,1,1
Always a New Beginning,1974.0,1,0
Anna Christie;,1931.0,1,0
Alice's Restaurant,1970.0,1,0
Against All Odds,1985.0,1,0
Against Wind and Tide: A Cuban Odyssey,1982.0,1,0
Agatha,1980.0,1,0
Agee,1981.0,1,0
"Agueda Martinez: Our People, Our Country",1978.0,1,0
Ajami,2010.0,1,0
Alaska Wilderness Lake,1972.0,1,0
Alaska: Spirit of the Wild,1998.0,1,0
Albert Schweitzer,1958.0,1,1
Ali Baba Goes to Town,1938.0,1,0
Alibi;,1930.0,1,0
Alice in Wonderland,1952.0,1,0
Alice,1991.0,1,0
Alvorada (Brazil's Changing Face),1963.0,1,0
Alien 3,1993.0,1,0
Alive in the Deep,1942.0,1,0
All Is Lost,2014.0,1,0
All Nothing,1981.0,1,0
All Out for 'V',1943.0,1,0
All Things Fair,1996.0,1,0
All about My Mother,2000.0,1,1
All the Brothers Were Valiant,1954.0,1,0
Allied,2017.0,1,0
Alone Yet Not Alone,2014.0,1,0
Along the Rainbow Trail,1946.0,1,0
Alsino and the Condor,1983.0,1,0
Anna & Bella,1986.0,1,1
Anna,1988.0,1,0
Ballon Vole (Play Ball!),1962.0,1,0
Babe: Pig in the City,1999.0,1,0
Auf der Strecke (On the Line),2009.0,1,0
August Rush,2008.0,1,0
Ausreisser (The Runaway),2006.0,1,0
Austin Powers: The Spy Who Shagged Me,2000.0,1,0
Australia,2009.0,1,0
Autism Is a World,2005.0,1,0
Automania 2000,1964.0,1,0
Avant Que De Tout Perdre (Just before Losing Everything),2014.0,1,0
Ave Maria,2016.0,1,0
Aya,2015.0,1,0
Ayn Rand: A Sense of Life,1998.0,1,0
B. F.'s Daughter,1949.0,1,0
Babes on Broadway,1943.0,1,0
Atomic Power,1947.0,1,0
Babette's Feast,1988.0,1,1
Bachelor Mother,1940.0,1,0
Bachelor in Paradise,1962.0,1,0
Back Street,1942.0,1,0
Back Street,1962.0,1,0
Back to the Future Part II,1990.0,1,0
Background,1974.0,1,0
Badgered,2006.0,1,0
Bagdad Cafe,1989.0,1,0
Balalaika,1940.0,1,0
Balance,1990.0,1,1
Ballad of a Soldier,1962.0,1,0
Audioscopiks,1936.0,1,0
Athletes of the Saddle,1953.0,1,0
Anne Frank Remembered,1996.0,1,1
Aquel No Era Yo (That Wasn't Me),2014.0,1,0
Annie Was a Wonder,1949.0,1,0
Anomalisa,2016.0,1,0
Anonymous,2012.0,1,0
Another Year,2011.0,1,0
Antarctic Crossing,1959.0,1,0
Antonia's Line,1996.0,1,1
Antonia: A Portrait of the Woman,1975.0,1,0
Ape and Super-Ape,1973.0,1,0
Appointment for Love,1942.0,1,0
April Love,1958.0,1,0
Aquamania,1962.0,1,0
Aquatic House-Party,1950.0,1,1
Arms and the Man,1959.0,1,0
At the Edge of Conquest: The Journey of Chief Wai-Wai,1993.0,1,0
Army Champions,1942.0,1,0
Art Is...,1972.0,1,0
Arthur Rubinstein - The Love of Life,1970.0,1,1
Arthur and Lillie,1976.0,1,0
Artie Shaw: Time Is All You've Got,1987.0,1,1
Artists and Models,1938.0,1,0
Artists and Orphans: A True Drama,2002.0,1,0
Arturo Toscanini,1945.0,1,0
As It Is in Heaven,2005.0,1,0
Asad,2013.0,1,0
Asylum,2004.0,1,0
At Night,2008.0,1,0
Afterglow,1998.0,1,0
After the Wedding,2007.0,1,0
After the Thin Man,1937.0,1,0
A Farewell to Arms,1958.0,1,0
A Chairy Tale,1958.0,1,0
A Chance to Live,1950.0,1,1
A Chef in Love,1997.0,1,0
A Christmas Carol,1973.0,1,1
A City Called Copenhagen,1961.0,1,0
A City Decides,1957.0,1,0
A Close Shave,1996.0,1,1
A Cry in the Dark,1989.0,1,0
A Day at the Races,1938.0,1,0
A Day in the Life of Bonnie Consolo,1976.0,1,0
A Different Approach,1979.0,1,0
A Dry White Season,1990.0,1,0
A Few Notes on Our Food Problem,1969.0,1,0
A Cage of Nightingales,1948.0,1,0
A Funny Thing Happened on the Way to the Forum,1967.0,1,1
A Gathering of Eagles,1964.0,1,0
A Girl in the River: The Price of Forgiveness,2016.0,1,1
A Grand Day Out,1991.0,1,0
A Great Day in Harlem,1995.0,1,0
A Greek Tragedy,1987.0,1,1
A Gun in His Hand,1946.0,1,0
A Guy Named Joe,1945.0,1,0
A Handful of Dust,1989.0,1,0
A Hatful of Rain,1958.0,1,0
A Hole in the Head,1960.0,1,1
A House Is Not a Home,1965.0,1,0
A Cat in Paris,2012.0,1,0
A Bug's Life,1999.0,1,0
After the Axe,1983.0,1,0
24-Hour Alert,1956.0,1,0
'Crocodile' Dundee,1987.0,1,0
(A) Torzija [(A) Torsion],2004.0,1,0
102 Dalmatians,2001.0,1,0
12:01 PM,1991.0,1,0
12,2008.0,1,0
13 Hours: The Secret Soldiers of Benghazi,2017.0,1,0
13th,2017.0,1,0
140 Days under the World,1965.0,1,0
1776,1973.0,1,0
1848,1950.0,1,0
20 Feet from Stardom,2014.0,1,1
20th Century Women,2017.0,1,0
3 Misses,2000.0,1,0
A Boy and His Dog,1947.0,1,1
3rd Ave. El,1956.0,1,0
4 Little Girls,1998.0,1,0
4.1 Miles,2017.0,1,0
45 Years,2016.0,1,0
5 Broken Cameras,2013.0,1,0
7 Faces of Dr. Lao,1965.0,1,0
7:35 in the Morning (7:35 de la Mañana),2005.0,1,0
8 Mile,2003.0,1,1
89mm od Europy (89mm from Europe),1995.0,1,0
9,2006.0,1,0
A Better Life,2012.0,1,0
A Boy Named Charlie Brown,1971.0,1,0
A Jury of Her Peers,1981.0,1,0
A King's Story,1968.0,1,0
A Little Vicious,1992.0,1,0
About a Boy,2003.0,1,0
A Story of Healing,1998.0,1,1
A Time Out of War,1955.0,1,1
A Time for Burning,1968.0,1,0
A Time for Justice,1995.0,1,1
A Time to Love and a Time to Die,1959.0,1,0
A Voice Is Born: The Story of Niklos Gafni,1948.0,1,0
A War,2016.0,1,0
A Way Out of the Wilderness,1969.0,1,0
A Wild Hare,1941.0,1,0
A Woman of Affairs;,1930.0,1,0
A Yank in the R.A.F.,1942.0,1,0
A Year toward Tomorrow,1967.0,1,1
Across the Universe,2008.0,1,0
A Long Way from Nowhere,1971.0,1,0
Action in the North Atlantic,1944.0,1,0
Adam Clayton Powell,1990.0,1,0
Adam and Dog,2013.0,1,0
Adam's Rib,1951.0,1,0
Adam,1993.0,1,0
Addams Family Values,1994.0,1,0
Adolescence,1967.0,1,0
Adventure in the Bronx,1942.0,1,0
Adventures in Perception,1972.0,1,0
Adventures of Robinson Crusoe,1955.0,1,0
Affair in Trinidad,1953.0,1,0
"Africa, Prelude to Victory",1943.0,1,0
A Stolen Life,1947.0,1,0
A Stitch for Time,1988.0,1,0
A Sport Is Born,1961.0,1,0
A Space to Grow,1969.0,1,0
A Majority of One,1962.0,1,0
A Man Called Peter,1956.0,1,0
A Man Thing (Meska Sprawa),2002.0,1,0
A Matter of Loaf and Death,2010.0,1,0
A Mighty Wind,2004.0,1,0
A Morning Stroll,2012.0,1,0
A Night at the Movies,1938.0,1,0
A Note of Triumph: The Golden Age of Norman Corwin,2006.0,1,1
A Place in the Land,1999.0,1,0
A Place in the Sun,1961.0,1,0
A Place in the World,1993.0,1,0
A Place to Live,1942.0,1,0
A Portrait of Giselle,1983.0,1,0
A Preferred List,1934.0,1,0
A Prophet,2010.0,1,0
A Queen Is Crowned,1954.0,1,0
A Rage to Live,1966.0,1,0
A Royal Affair,2013.0,1,0
A Ship Comes In,1929.0,1,0
A Ship Is Born,1943.0,1,0
A Shocking Accident,1983.0,1,1
A Simple Story,1980.0,1,0
A Single Life,2015.0,1,0
A Single Man,2010.0,1,0
A Soccer Story (Uma Historia de Futebol),2001.0,1,0
Ballet Robotique,1983.0,1,0
Balseros,2004.0,1,0
Chile: Hasta Cuando?,1987.0,1,0
Burnt by the Sun,1995.0,1,1
Brubaker,1981.0,1,0
Buena Vista Social Club,2000.0,1,0
Bugsy Malone,1977.0,1,0
Building Bombs,1991.0,1,0
Building a Building,1934.0,1,0
Bull Durham,1989.0,1,0
Bullfighter and the Lady,1952.0,1,0
Bullhead,2012.0,1,0
Bulworth,1999.0,1,0
Bunny,1999.0,1,1
Burma VJ,2010.0,1,0
Burning Down Tomorrow,1991.0,1,0
Bus Stop,1957.0,1,0
Brother Bear,2004.0,1,0
Buster,1989.0,1,0
Busy Little Bears,1940.0,1,1
Butch and Sundance: The Early Days,1980.0,1,0
Butter Lamp (La Lampe Au Beurre De Yak),2015.0,1,0
Buzkashi Boys,2013.0,1,0
By Courier,2001.0,1,0
Cabin in the Sky,1944.0,1,0
Cactus Flower,1970.0,1,1
Cadillac Dreams,1989.0,1,0
Caesar and Cleopatra,1947.0,1,0
Cain and Mabel,1937.0,1,0
Calgary Stampede,1949.0,1,0
Brother Sun Sister Moon,1974.0,1,0
"Bror, Min Bror (Teis and Nico)",2000.0,1,0
Camila,1985.0,1,0
Breaking the Ice,1939.0,1,0
Bosom Friends,1935.0,1,0
Boundin',2004.0,1,0
Bowling for Columbine,2003.0,1,1
Boy and the World,2016.0,1,0
Boy on a Dolphin,1958.0,1,0
Boys and Girls,1984.0,1,1
Brave Little Tailor,1939.0,1,0
Bravery in the Field,1980.0,1,0
Brave,2013.0,1,1
"Bread, Love and Dreams",1955.0,1,0
Breaker Morant,1981.0,1,0
Breaking the Habit,1965.0,1,0
Breaking the Language Barrier,1962.0,1,0
Brooms,1996.0,1,0
Breaking the Waves,1997.0,1,0
Breathing Lessons: The Life and Work of Mark O'Brien,1997.0,1,1
Brewster's Millions,1946.0,1,0
Bride of Frankenstein,1936.0,1,0
Bridge of Time,1953.0,1,0
Bridget Jones's Diary,2002.0,1,0
Bright Star,2010.0,1,0
Broadway Melody of 1936;,1936.0,1,1
Broken Rainbow,1986.0,1,1
Bronx Cheers,1991.0,1,0
Brooklyn Bridge,1982.0,1,0
"Brooklyn, U.S.A.",1948.0,1,0
Camera Thrills,1936.0,1,0
Camille,1938.0,1,0
Balzac,1952.0,1,0
Cheers for Miss Bishop,1942.0,1,0
Chang,1929.0,1,0
Chapter Two,1980.0,1,0
Character,1998.0,1,1
Charade,1964.0,1,0
Charade,1985.0,1,1
Chariots of the Gods,1971.0,1,0
Charlie Wilson's War,2008.0,1,0
Charlie and the Chocolate Factory,2006.0,1,0
Charly,1969.0,1,1
Chase of Death,1950.0,1,0
Chasing Ice,2013.0,1,0
"Chau, beyond the Lines",2016.0,1,0
Chernobyl Heart,2004.0,1,1
Chances Are,1990.0,1,0
Cheyenne Autumn,1965.0,1,0
Chicks in White Satin,1994.0,1,0
Chico & Rita,2012.0,1,0
Children Underground,2002.0,1,0
Children Without,1965.0,1,0
Children at Work (Paisti Ag Obair),1974.0,1,0
Children of Darkness,1984.0,1,0
Children of Fate,1994.0,1,0
Children of Heaven,1999.0,1,0
Children of Mars,1944.0,1,0
Children of Nature,1992.0,1,0
Children of Paradise,1947.0,1,0
Changing Our Minds: The Story of Dr. Evelyn Hooker,1993.0,1,0
Champions Carry On,1944.0,1,0
Canary Row,1950.0,1,0
Caravan,2000.0,1,0
Canhead,1997.0,1,0
Canyon Passage,1947.0,1,0
Captain America: The Winter Soldier,2015.0,1,0
"Captain Carey, U.S.A.",1951.0,1,1
Captain Caution,1941.0,1,0
Captain Eddie,1946.0,1,0
Captain Fantastic,2017.0,1,0
Captain Fury,1940.0,1,0
Captain Kidd,1946.0,1,0
Captain from Castile,1948.0,1,0
Capturing the Friedmans,2004.0,1,0
Caravans,1979.0,1,0
Carmen,1984.0,1,0
Champagne for Two,1948.0,1,0
Carnal Knowledge,1972.0,1,0
Cartel Land,2016.0,1,0
Casals Conducts: 1964,1965.0,1,1
Casanova '70,1966.0,1,0
Casbah,1949.0,1,0
Cashback,2006.0,1,0
Casino Royale,1968.0,1,0
Casino,1996.0,1,0
Cats' Play,1975.0,1,0
Cavalcade of Dance with Veloz and Yolanda,1944.0,1,0
CaveDigger,2014.0,1,0
Chagall,1964.0,1,1
Borrowed Time,2017.0,1,0
Born into Brothels,2005.0,1,1
Bored of Education,1937.0,1,1
Berkeley in the Sixties,1991.0,1,0
Behind the News,1941.0,1,0
Being Julia,2005.0,1,0
Belle Epoque,1994.0,1,1
Bells Are Ringing,1961.0,1,0
Beloved,1999.0,1,0
Ben and Me,1954.0,1,0
Ben's Mill,1983.0,1,0
Beneath the 12-Mile Reef,1954.0,1,0
Benji,1975.0,1,0
Benjy,1952.0,1,1
Ben,1973.0,1,0
Berkeley Square,1934.0,1,0
Best Boy,1980.0,1,1
Begin Again,2015.0,1,0
Best Friends,1983.0,1,0
Betrayal,1984.0,1,0
Betty Blue,1987.0,1,0
Between Heaven and Hell,1957.0,1,0
Between the Tides,1960.0,1,0
Beverly Hills Cop II,1988.0,1,0
Beverly Hills Cop,1985.0,1,0
Beyond Imagining: Margaret Anderson and the 'Little Review',1993.0,1,0
Beyond Silence,1961.0,1,0
Beyond Silence,1998.0,1,0
Beyond the Forest,1950.0,1,0
Beyond the Lights,2015.0,1,0
Beginners,2012.0,1,1
Before the Rain,1995.0,1,0
Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2007.0,1,0
Beaches,1989.0,1,0
Bang the Drum Slowly,1974.0,1,0
Banjo on My Knee,1937.0,1,0
Banning,1968.0,1,0
Baptism of Fire,1944.0,1,0
Barbary Coast,1936.0,1,0
Barefoot in the Park,1968.0,1,0
Barney's Version,2011.0,1,0
Batman Begins,2006.0,1,0
Batman,1990.0,1,1
Battle Cry,1956.0,1,0
Battle of Berlin,1974.0,1,0
Beach Red,1968.0,1,0
Bear Country,1954.0,1,1
Before the Mountain Was Moved,1970.0,1,0
Bear Story,2016.0,1,1
Beaufort,2008.0,1,0
Beauty and the Beach,1942.0,1,0
Beauty and the Bull,1955.0,1,0
Because You're Mine,1953.0,1,0
Becky Sharp,1936.0,1,0
Beep Prepared,1962.0,1,0
Beethoven's 2nd,1994.0,1,0
Beetlejuice,1989.0,1,1
Before Midnight,2014.0,1,0
Before Night Falls,2001.0,1,0
Before Sunset,2005.0,1,0
Beyond the Line of Duty,1943.0,1,1
Beyond the Walls,1985.0,1,0
Bicentennial Man,2000.0,1,0
Blue Valentine,2011.0,1,0
Blind Vaysha,2017.0,1,0
Blindscape,1994.0,1,0
Blithe Spirit,1947.0,1,1
Blitz Wolf,1943.0,1,0
Block-Heads,1939.0,1,0
Blood Ties: The Life and Work of Sally Mann,1994.0,1,0
Blood on the Land,1966.0,1,0
Blood on the Sun,1946.0,1,1
Bloodbrothers,1979.0,1,0
Blue Grass Gentlemen,1945.0,1,0
Blue Sky,1995.0,1,1
Blue Thunder,1984.0,1,0
Blue Velvet,1987.0,1,0
Big Broadcast of 1936;,1936.0,1,0
Blues Highway,1995.0,1,0
Blues in the Night,1942.0,1,0
Board and Care,1980.0,1,1
Bob's Birthday,1995.0,1,1
Body Team 12,2016.0,1,0
Bolt,2009.0,1,0
Bombalera,1945.0,1,0
Bombardier,1944.0,1,0
Bomber,1942.0,1,0
Boogaloo and Graham,2015.0,1,0
Boogie Woogie Bugle Boy of Company B,1942.0,1,0
Boomerang!,1948.0,1,0
Bless the Beasts & Children,1972.0,1,0
Blaze,1990.0,1,0
Blaze Busters,1951.0,1,0
Blake,1970.0,1,0
Big City Blues,1963.0,1,0
Big Fish,2004.0,1,0
Big Hero 6,2015.0,1,1
Big Mama,2001.0,1,1
Billy Budd,1963.0,1,0
Billy Rose's Jumbo,1963.0,1,0
Billy the Kid,1942.0,1,0
Binta and the Great Idea (Binta Y La Gran Idea),2007.0,1,0
Birch Street Gym,1992.0,1,0
Birdnesters of Thailand (aka 'Shadow Hunters'),1992.0,1,0
Birds Anonymous,1958.0,1,1
"Birds Do It, Bees Do It",1976.0,1,0
Bird,1989.0,1,1
Birth of the Blues,1942.0,1,0
Birthday Boy,2005.0,1,0
Bismarck Convoy Smashed,1944.0,1,0
Bitter Rice,1951.0,1,0
Black Fox,1963.0,1,1
Black Fury,1936.0,1,0
Black Legion,1938.0,1,0
Black Orpheus,1960.0,1,1
Black Rider (Schwarzfahrer),1994.0,1,1
Black and White in Color,1977.0,1,1
Blackfly,1992.0,1,0
Blackwood,1977.0,1,0
Hell's Angels,1931.0,1,0
Hellboy II: The Golden Army,2009.0,1,0
Hellfire: A Journey from Hiroshima,1988.0,1,0
One Day in September,2000.0,1,1
Omnibus,1993.0,1,1
'38',1987.0,1,0
On Hope,1995.0,1,0
On Tiptoe: Gentle Steps to Freedom,2001.0,1,0
On the Bowery,1958.0,1,0
On the Ropes,2000.0,1,0
On the Town,1950.0,1,1
On the Twelfth Day...,1956.0,1,0
"Once More, My Darling",1950.0,1,0
Once upon a Honeymoon,1943.0,1,0
Once,2008.0,1,1
One Day Crossing,2001.0,1,0
One Droopy Knight,1958.0,1,0
Old Mill Pond,1937.0,1,0
One Fine Day,1997.0,1,0
One Foot in Heaven,1942.0,1,0
One Hour with You,1933.0,1,0
One Man Band,2006.0,1,0
"One Potato, Two Potato",1965.0,1,0
One Survivor Remembers,1996.0,1,1
One True Thing,1999.0,1,0
One Way Passage,1934.0,1,1
One Who Came Back,1952.0,1,0
One from the Heart,1983.0,1,0
One in a Million,1937.0,1,0
"One, Two, Three",1962.0,1,0
Omar,2014.0,1,0
Oktapodi,2009.0,1,0
One-Eyed Men Are Kings,1975.0,1,1
O Quatrilho,1996.0,1,0
Northwest Passage,1941.0,1,0
Norway in Revolt,1942.0,1,0
Not as a Stranger,1956.0,1,0
Notes on the Popular Arts,1978.0,1,0
Now Hear This,1963.0,1,0
Now You See It,1948.0,1,0
Nowhere in Africa,2003.0,1,1
No,2013.0,1,0
Nudnik #2,1965.0,1,0
Number One,1977.0,1,0
Number Our Days,1977.0,1,1
Nurse Edith Cavell,1940.0,1,0
O.J.: Made in America,2017.0,1,1
Oisin,1971.0,1,0
Obsession,1977.0,1,0
Odd Man Out,1948.0,1,0
Of Human Bondage,1935.0,1,0
Of Human Hearts,1939.0,1,0
Of Men and Demons,1970.0,1,0
Of Pups and Puzzles,1942.0,1,1
"Of Time, Tombs and Treasure",1978.0,1,0
Off the Edge,1977.0,1,0
"Oh Brother, My Brother",1980.0,1,0
Oh My Darling,1979.0,1,0
"Oh, God!",1978.0,1,0
"Oh, My Nerves",1936.0,1,0
One-Eyed Jacks,1962.0,1,0
Open City,1947.0,1,0
Norbit,2008.0,1,0
Pat and Mike,1953.0,1,0
ParaNorman,2013.0,1,0
Paradise Lost 3: Purgatory,2012.0,1,0
Paradise Now,2006.0,1,0
Paradise,1985.0,1,0
Paramount News Issue #37 (Twentieth Anniversary Issue!  1927.....1947),1947.0,1,0
Paris 36,2010.0,1,0
Paris Blues,1962.0,1,0
Paris--Underground,1946.0,1,0
Partners,1994.0,1,0
Parvaneh,2015.0,1,0
Passport to Nowhere,1948.0,1,0
Passport to Pimlico,1950.0,1,0
Patch Adams,1999.0,1,0
Paperman,2013.0,1,1
Pathfinder,1988.0,1,0
Paul Bunyan,1959.0,1,0
Paul Robeson: Tribute to an Artist,1980.0,1,1
Paw,1960.0,1,0
Peace on Earth,1940.0,1,0
